CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;TIPO_HOGAR
TQRMNOPVVHMOKOCDEHNHB00801132;2024;2;1;1;42;S;27;139;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;1;0;1;260000;2;2;2;2;;1;260000;6;6;6;6;;7;135;1;0;98;0;0;0;Unipersonal
TQRMNORQYHMLKPCDEHNHB00801093;2024;2;2;1;42;S;27;383;2;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;6;0;6;907000;7;8;8;7;;8;151166,67;3;3;3;3;;3;371;2;0;98;0;0;0;Extendido
TQRMNOQTVHKKKMCDEHNHB00857717;2024;2;1;1;42;S;27;603;1;;8;1;;1;1;1;1;;1;1;1;1;2;2;2;8;2;1;1;1;1;1;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;98;0;0;0;Nuclear
TQRMNOPSUHKMTOCDEIJAH00865367;2024;2;1;1;1;S;33;1425;1;;3;1;;1;2;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;Unipersonal
TQRMNOQPSHKOTPCDEIJAH00865368;2024;2;1;1;1;S;33;2718;1;;5;1;;3;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;5;0;5;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;1;3;4;0;Extendido
TQRMNORPQHJNMLCDEGJBF00865369;2024;2;1;1;43;S;13;567;2;;2;1;;2;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;2;;3;2;1;2;1;2;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;2;2;2;0;2;195000;1;1;1;1;;1;97500;2;2;1;2;;1;596;2;0;98;0;0;0;Nuclear
TQRMNOQPRHKMLLCDEGIBJ00865370;2024;2;1;1;41;N;12;185;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;0;2;410000;3;3;5;;4;4;205000;5;5;6;;5;5;185;1;0;98;0;0;0;Nuclear
TQRMNOQSSHKOKQCDEFLID00865371;2024;2;1;1;43;S;5;233;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;460000;4;4;4;4;;4;230000;5;5;4;5;;5;398;1;2;98;0;0;0;Nuclear
TQRMNORRUHKNKRCDEFLID00857636;2024;2;1;1;43;S;5;712;1;;2;1;;4;1;1;1;;1;1;1;3;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;400000;3;3;3;3;;3;133333,33;3;3;2;2;;3;1078;2;0;98;0;0;0;Nuclear
TQRMNORTPHJOKQCDEFLID00865372;2024;2;1;1;43;S;5;397;1;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;3;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;350000;3;3;3;3;;3;175000;4;4;3;4;;4;540;1;2;98;0;0;0;Nuclear
TQRMNORTUHJOKQCDEFLID00865373;2024;2;1;1;43;S;5;369;1;;1;2;;4;2;1;1;;1;1;2;3;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;50000;1;1;1;1;;1;50000;1;1;1;1;;1;413;1;0;98;0;0;0;Unipersonal
TQRMNOPYWHJOKRCDEFLID00865374;2024;2;1;1;43;S;5;304;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;156000;1;1;1;1;;1;78000;1;1;1;1;;1;455;1;0;2;0;0;0;Nuclear
TQRMNORUVHJMKTCDEFLID00865375;2024;2;1;1;43;S;5;419;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0;0;0;0;;0;0;0;0;0;0;;0;151;1;0;2;0;0;0;Nuclear
TQRMNOQUXHKMKSCDEIOAH00856818;2024;2;1;1;43;N;38;57;1;;1;1;;4;1;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;650000;6;6;6;;6;6;325000;7;7;6;;7;7;71;2;0;98;0;0;0;Nuclear
TQRMNOPRXHLOKPCDEGOIH00805404;2024;2;1;1;40;N;18;242;1;;2;1;;2;1;1;1;;1;1;2;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;2;;2;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;332000;2;3;3;;3;3;110666,67;2;2;3;;2;3;242;1;2;98;0;0;0;Nuclear
TQRMNOSPQHJKKOCDEOJAH00865376;2024;2;1;1;44;N;93;159;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;400000;3;3;2;;4;3;200000;4;4;4;;5;3;206;1;0;2;0;0;0;Nuclear
TQRMNOQRYHKMKRCDEHGHJ00865377;2024;2;1;1;44;N;20;142;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;2;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;0;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;2;0;0;0;Nuclear
TQRMNOPVUHJMKNCDEHGHJ00865378;2024;2;1;1;44;N;20;179;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Unipersonal
TQRMNOPRTHKNKSCDEHGHJ00857697;2024;2;1;1;44;N;20;116;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;5;4;2;0;1;2;1;2;0;2;0;6;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;2240000;10;10;10;;10;10;448000;8;8;7;;9;8;198;2;0;3;0;0;0;Extendido
TQRMNOQRXHKNKSCDEHGHJ00860816;2024;2;1;1;44;N;20;125;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;6;0;6;790000;6;7;6;;7;6;131666,67;3;3;2;;3;1;183;2;3;6;0;0;0;Extendido
TQRMNOQTRHLMMSCDEIJAH00807394;2024;2;1;1;1;S;33;1705;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;700000;6;;6;6;;6;233333,33;5;;5;5;;6;2724;1;0;98;0;0;0;Nuclear
TQRMNOSVVHMMKQCDEHGHJ00800504;2024;2;1;1;44;N;20;119;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Unipersonal
TQRMNOSVWHLNLNCDEIOAH00865472;2024;2;1;1;43;N;38;175;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;750000;6;7;6;;7;7;750000;10;10;10;;10;10;246;1;0;98;0;0;0;Unipersonal
TQRMNOPTQHKKKMCDEIOAH00861580;2024;2;1;1;43;N;38;87;1;;2;2;;4;2;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;98;0;0;0;Extendido
TQRMNORQPHLOKRCDEOJAH00808471;2024;2;1;1;44;N;93;61;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1450000;9;10;9;;10;10;725000;10;10;9;;10;10;71;2;0;98;0;0;0;Nuclear
TQRMNOSURHKMKMCDEHIBB00860831;2024;2;1;1;40;N;22;132;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;4;electricidad;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;890000;7;8;8;;8;8;890000;10;10;10;;10;10;143;1;0;98;0;0;0;Unipersonal
TQRMNOSRXHJOLSCDEIKAH00865473;2024;2;1;1;43;S;34;672;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;0;2;322000;2;2;2;2;;2;161000;3;3;3;3;;2;936;1;0;98;0;0;0;Nuclear
TQRMNORQWHJMKPCDEFPCH00865474;2024;2;1;1;44;N;9;150;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;3;0;3;850000;7;7;6;;8;6;283333,33;6;6;5;;7;5;159;1;2;3;0;0;0;Nuclear
TQRMNOQSQHJMKQCDEFPCH00865475;2024;2;1;1;44;N;9;176;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;1590000;9;10;9;;10;9;397500;8;8;7;;8;7;189;2;0;98;0;0;0;Nuclear
TQRMNOQQVHJLKRCDEFPCH00865476;2024;2;1;1;44;N;9;397;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;1;0;0;0;Nuclear
TQRMNOPYWHKNLMCDEFPCH00857714;2024;2;1;1;44;N;9;94;1;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;350000;3;3;2;;3;2;175000;4;4;3;;4;3;121;1;2;98;0;0;0;Nuclear
TQRMNORQVHMMKSCDEHJGH00800719;2024;2;2;1;40;S;23;538;1;;5;1;;5;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;6;;2;;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;440000;4;4;4;4;;4;146666,67;3;3;4;3;;4;556;1;0;98;0;0;0;Nuclear
TQRMNOQRQHJKKSCDEHJGH00865477;2024;2;1;1;40;S;23;254;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;900000;7;8;8;7;;7;300000;6;7;8;6;;8;258;1;2;3;0;0;0;Nuclear
TQRMNOQWUHMMLNCDEHJGH00805974;2024;2;1;1;40;S;23;248;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;2;2;2;0;0;0;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;600000;5;6;6;5;;5;300000;6;7;8;6;;8;250;2;0;98;0;0;0;Nuclear
TQRMNOTPSHLLKQCDEFKID00803636;2024;2;1;1;43;S;4;622;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;0;0;0;0;0;;0;0;0;0;0;0;;0;681;1;0;98;0;0;0;Unipersonal
TQRMNOPVSHKOKTCDEFKID00865478;2024;2;1;1;43;S;4;1046;2;;3;1;;9;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;1;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;1;98;0;0;0;Nuclear
TQRMNOPQSHMMKUCDEFKID00798538;2024;2;1;1;43;S;4;691;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;1;98;0;0;0;Nuclear
TQRMNOPQVHMMKUCDEFKID00798518;2024;2;1;1;43;S;4;676;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;3;1;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;98;0;0;0;Nuclear
TQRMNOSURHJMLUCDEHPJB00865479;2024;2;1;1;40;S;29;414;2;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;4;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2;4;1;3;232000;2;1;2;1;;2;58000;1;1;1;1;;1;427;1;0;2;0;0;0;Nuclear
TQRMNOSRSHJOMLCDEHPJB00865480;2024;2;1;1;40;S;29;610;1;;4;2;;4;1;1;1;;1;1;1;2;2;2;2;4;4;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;1;1;2;2;2;2;1;1;1;2;2;1;2;2;2;6;3;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;98;0;0;0;Extendido
TQRMNOSXTHJOMMCDEHPJB00865481;2024;2;1;1;40;S;29;345;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;2;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;3;1;2;350000;3;3;3;3;;3;116666,67;2;2;3;2;;3;392;1;0;2;0;0;0;Nuclear
TQRMNOSUQHMMKPCDEFLID00798737;2024;2;1;1;43;S;5;293;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;Nuclear
TQRMNORPSHMNLNCDEIGED00801440;2024;2;2;1;43;N;30;126;1;;3;1;;4;1;1;1;;1;1;2;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;4;;1;;3;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;2;2;1;2;2;2;4;2;2;498000;4;4;4;;5;4;124500;2;2;2;;3;2;132;1;0;98;0;0;0;Nuclear
TQRMNOQVRHMMLOCDEIGED00806689;2024;2;1;1;43;N;30;117;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;6;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;98;0;0;0;Nuclear
TQRMNORSRHMMLOCDEIGED00861376;2024;2;1;1;43;N;30;143;1;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;0;1;260000;2;2;2;;2;2;260000;6;6;5;;6;5;160;1;0;98;0;0;0;Unipersonal
TQRMNOQRWHLMLQCDEIGED00806700;2024;2;1;1;43;N;30;80;1;;4;1;;4;1;1;2;;1;1;1;3;2;2;2;4;2;2;0;1;1;2;2;0;2;0;3;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;1;0;1;350000;3;3;3;;3;3;350000;7;7;7;;8;6;84;1;0;97;0;0;0;Unipersonal
TQRMNOSXRHMKLQCDEIGED00801474;2024;2;1;1;43;N;30;294;1;;6;1;;2;1;1;2;;1;1;1;3;2;2;2;6;3;1;1;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;4000000;10;10;10;;10;10;2000000;10;10;10;;10;10;447;1;2;98;0;0;0;Nuclear
TQRMNOSQUHLNLQCDEIMBF00808119;2024;2;1;1;43;N;36;155;1;;2;1;;2;1;1;1;;1;1;1;3;2;2;2;3;2;2;0;1;1;1;1;1;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;5;0;5;926000;7;8;8;;8;8;185200;4;4;3;;4;4;189;2;3;4;5;0;0;Extendido
TQRMNOPRXHKOLQCDEIMBF00856663;2024;2;1;1;43;N;36;162;1;;2;1;;2;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0;Nuclear
TQRMNORYYHKMKOCDEFMDB00860901;2024;2;1;1;43;N;6;195;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;4;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;1;2;2;2;2;5;0;5;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;1;3;4;0;Extendido
TQSMNORTPHLOKPCDEFMDB00804076;2024;2;1;1;43;N;6;230;2;;1;2;;4;1;1;1;;1;2;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;2;;2;;3;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;255000;2;2;2;;2;1;127500;2;2;2;;3;2;208;1;2;98;0;0;0;Nuclear
TQRMNOSVRHMNKPCDEFMDB00798818;2024;2;1;1;43;N;6;114;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;4;2;0;1;1;1;2;0;2;0;3;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Nuclear
TQRMNOSVQHKMKQCDEFMDB00861763;2024;2;1;1;43;N;6;287;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;3;1;2;980000;8;8;8;;8;7;326666,67;7;7;6;;7;6;485;2;0;98;0;0;0;Nuclear
TQRMNOSVVHKMKQCDEFMDB00861764;2024;2;1;1;43;N;6;136;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;1;;2;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;510000;4;5;4;;5;3;510000;9;9;9;;9;9;199;1;0;98;0;0;0;Unipersonal
TQRMNOPSRHMMKQCDEFMDB00798819;2024;2;1;1;43;N;6;183;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;4;0;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;3;98;0;0;0;Nuclear
TQRMNOPSTHMMKQCDEFMDB00798820;2024;2;1;1;43;N;6;132;1;;2;1;;3;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;6;;1;;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;1;2;2;2;2;2;1;0;1;177000;1;1;1;;1;1;177000;4;4;3;;4;3;165;1;0;98;0;0;0;Unipersonal
TQRMNOSVVHKLKRCDEFMDB00857740;2024;2;1;1;43;N;6;445;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;2;2;2;0;0;0;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;98;0;0;0;Nuclear
TQRMNORYXHJLKRCDEFMDB00865165;2024;2;1;1;43;N;6;337;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;3;1;0;0;Nuclear
TQRMNORVTHJOKTCDEFMDB00865166;2024;2;1;1;43;N;6;176;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;3;0;3;1200000;9;9;9;;9;9;400000;8;8;7;;8;8;153;2;0;1;0;0;0;Nuclear
TQRMNOQXTHJNKPCDEGGFB00865167;2024;2;1;1;42;S;10;584;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;0;2;160000;1;1;1;1;;1;80000;1;1;1;1;;1;807;1;2;98;0;0;0;Nuclear
TQRMNOTPWHMMKRCDEGGFB00804594;2024;2;2;1;42;S;10;320;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;1;2;2;1;0;1;490000;4;4;4;4;;4;490000;8;9;9;8;;9;376;1;0;98;0;0;0;Unipersonal
TQRMNOTUUHMMKSCDEGGFB00799395;2024;2;1;1;42;S;10;657;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;1116000;8;9;9;8;;9;223200;5;5;5;5;;5;1308;2;3;4;5;0;0;Extendido
TQRMNOQVPHLMKSCDEGGFB00804561;2024;2;1;1;42;S;10;484;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;5;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;0;12;12;12;12;;12;0;12;12;12;12;;12;0;96;0;98;0;0;0;Unipersonal
TQRMNOSQVHLMKSCDEGGFB00804562;2024;2;1;1;42;S;10;656;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;240000;2;2;1;1;;1;240000;5;5;6;5;;6;803;1;0;98;0;0;0;Unipersonal
TQRMNOTPVHKOLQCDEHJGH00857627;2024;2;2;1;40;S;23;455;1;;6;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;1;;1;;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;211000;1;1;2;1;;2;70333,33;1;1;1;1;;1;431;1;2;98;0;0;0;Nuclear
TQRMNOPWRHJMLOCDEHJGH00865263;2024;2;1;1;40;S;23;301;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;2;2;2;0;0;0;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;1350000;9;9;10;9;;9;450000;8;9;9;8;;9;300;1;0;3;0;0;0;Nuclear
TQRMNOPWTHJMLOCDEHJGH00865264;2024;2;1;1;40;S;23;270;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;2;2;2;0;0;0;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;3;0;3;860000;7;7;8;7;;7;286666,67;6;6;8;6;;8;283;1;0;2;0;0;0;Nuclear
