CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;TIPO_HOGAR;DENSIDAD_HOGAR
TQRMNOQSUHJNKNCDEIMBF00861938;2024;2;1;1;43;N;36;169;1;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;450000;4;4;4;;4;4;450000;8;9;8;;9;8;200;1;0;98;0;0;0;Unipersonal;MEDIO
TQRMNOQSVHJNKNCDEIMBF00861939;2024;2;1;1;43;N;36;163;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Nuclear;BAJO
TQRMNORWPHMNKOCDEIMBF00802836;2024;2;1;1;43;N;36;114;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;372000;3;3;3;;3;3;186000;4;4;3;;4;4;129;1;0;98;0;0;0;Nuclear;BAJO
TQRMNORUPHLOKOCDEIMBF00808022;2024;2;1;1;43;N;36;157;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;580000;5;5;5;;5;6;290000;6;7;6;;7;6;224;1;0;98;0;0;0;Nuclear;MEDIO
TQRMNOPPXHKKKOCDEIMBF00858965;2024;2;1;1;43;N;36;173;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;4;0;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0;Nuclear;MEDIO
TQRMNOQSYHKKKOCDEIMBF00858892;2024;2;1;1;43;N;36;169;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1200000;9;9;9;;9;9;400000;8;8;7;;8;8;367;2;0;3;0;0;0;Nuclear;BAJO
TQRMNORQSHKOLPCDEHLEH00858852;2024;2;1;1;40;N;25;128;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;;2;;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;6;0;6;348000;3;3;3;;3;3;58000;1;1;1;;1;1;151;2;3;98;0;0;0;Extendido;MEDIO
TQRMNORVVHMMLOCDEHLEH00800884;2024;2;1;1;40;N;25;107;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;5;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;1;270000;2;2;2;;2;2;135000;3;3;3;;3;4;135;1;0;98;0;0;0;Nuclear;BAJO
TQRMNOTVPHMKLQCDEHLEH00800885;2024;2;1;1;40;N;25;222;1;;2;1;;2;2;1;1;;1;1;1;1;2;2;2;3;2;1;1;2;2;2;0;0;0;0;3;;2;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;680000;6;6;7;;6;8;170000;3;4;5;;4;6;327;1;2;98;0;0;0;Nuclear;MEDIO
TQRMNOVTRHLMLQCDEHLEH00806041;2024;2;1;1;40;N;25;152;2;;1;1;;1;2;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;3;;4;ELECTRICO;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;300000;2;2;2;;2;3;150000;3;3;4;;3;5;162;1;2;98;0;0;0;Nuclear;MEDIO
TQRMNOPUUHLOKOCDEGGFB00804514;2024;2;1;1;42;S;10;585;1;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;400000;3;3;3;3;;3;200000;4;4;5;4;;5;743;1;0;98;0;0;0;Nuclear;BAJO
TQRMNOPWYHJKKMCDEGGFB00861864;2024;2;1;1;42;S;10;578;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;3;1;2;450000;4;4;4;4;;4;150000;3;3;3;3;;3;774;2;0;1;0;0;0;Nuclear;MEDIO
TQRMNOPVTHKMLSCDEGGFB00858788;2024;2;1;1;42;S;10;478;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;2;2;2;0;2;520000;4;5;5;4;;5;260000;6;6;6;6;;6;667;1;0;98;0;0;0;Nuclear;MEDIO
TQRMNORVYHKMLSCDEGGFB00858789;2024;2;1;1;42;S;10;689;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;1;2;2;4;3;1;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;Nuclear;BAJO
TQRMNOQYUHMLMMCDEGGFB00799424;2024;2;1;1;42;S;10;919;1;;3;1;;1;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;1;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;2;0;0;0;Nuclear;MEDIO
TQRMNOPYTHKNLUCDEGGFB00858790;2024;2;1;1;42;S;10;668;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;3;1;2;700000;6;6;6;6;;7;233333,33;5;5;5;5;;5;845;1;0;2;0;0;0;Nuclear;BAJO
TQRMNOSTSHKNLUCDEGGFB00859026;2024;2;1;1;42;S;10;398;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;327000;2;2;2;2;;2;163500;3;3;4;3;;4;538;1;0;2;0;0;0;Nuclear;BAJO
TQRMNOPUUHKMMLCDEGGFB00858985;2024;2;1;1;42;S;10;1019;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;1;0;0;0;Nuclear;MEDIO
TQRMNORXWHKMMLCDEGGFB00858791;2024;2;1;1;42;S;10;765;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;415000;3;4;3;3;;3;138333,33;3;3;3;3;;3;1179;2;0;1;3;0;0;Nuclear;BAJO
TQRMNOQQUHKMKMCDEGGFB00858792;2024;2;1;1;42;S;10;377;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;212000;1;1;1;1;;1;70666,67;1;1;1;1;;1;636;1;2;3;0;0;0;Nuclear;MEDIO
TQRMNORRRHKMKMCDEGGFB00859072;2024;2;1;1;42;S;10;268;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;8;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;129000;1;1;1;1;;1;129000;2;2;3;2;;2;281;1;0;98;0;0;0;Unipersonal;BAJO
TQRMNORTSHKOKMCDEGGFB00859027;2024;2;1;1;42;S;10;48;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;98;0;0;0;Extendido;MEDIO
TQRMNORTUHKOKMCDEGGFB00858793;2024;2;1;1;42;S;10;38;1;;3;1;;1;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;Nuclear;BAJO
TQRMNORSTHKLKMCDEGGFB00859053;2024;2;1;1;42;S;10;233;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;1;1;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;0;2;440000;4;4;4;4;;4;220000;5;5;5;5;;5;436;2;0;1;0;0;0;Nuclear;BAJO
TQRMNOTVQHKOKNCDEGGFB00858794;2024;2;1;1;42;S;10;64;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;1;0;1;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;Unipersonal;BAJO
TQRMNOPPTHJKKMCDEFNFF00861865;2024;2;1;1;41;N;7;274;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;96;0;98;0;0;0;Unipersonal;BAJO
TQRMNOQPXHMKKOCDEFNFF00861866;2024;2;1;1;41;N;7;324;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;5;3;2;500000;4;4;6;;5;5;100000;2;2;3;;2;2;396;2;0;1;0;0;0;Extendido;MEDIO
TQRMNORXYHMKKOCDEFNFF00798981;2024;2;2;1;41;N;7;271;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Unipersonal;BAJO
TQRMNOUUUHMMKPCDEIMBF00802838;2024;2;1;1;43;N;36;173;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;950000;8;8;8;;8;8;316666,67;7;7;6;;7;7;197;1;0;2;3;0;0;Nuclear;MEDIO
TQRMNORYVHMMKQCDEIMBF00808023;2024;2;1;1;43;N;36;230;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;220000;1;1;1;;2;2;220000;5;5;4;;5;5;217;1;0;98;0;0;0;Unipersonal;MEDIO
TQRMNORTVHJKKOCDEIMBF00861940;2024;2;1;1;43;N;36;176;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;98;0;0;0;Nuclear;MEDIO
TQRMNOQQQHJOKPCDEIMBF00861941;2024;2;1;1;43;N;36;147;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;346000;3;3;3;;3;3;346000;7;7;7;;8;7;132;1;0;98;0;0;0;Unipersonal;BAJO
TQRMNOPYSHMMLLCDEOHCH00808345;2024;2;1;1;44;N;91;126;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;480000;4;4;3;;4;4;480000;8;9;8;;9;8;126;1;0;98;0;0;0;Unipersonal;BAJO
TQRMNOSURHKLLNCDEOHCH00861942;2024;2;1;1;44;N;91;104;1;;4;2;;1;1;1;1;;1;1;1;1;2;2;2;4;1;1;1;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;0;1;1400000;9;9;9;;9;9;1400000;10;10;10;;10;10;118;1;0;98;0;0;0;Unipersonal;BAJO
TQRMNORVUHLMKUCDEOHCH00808302;2024;2;1;1;44;N;91;121;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;1100000;8;9;8;;9;8;220000;5;5;4;;5;4;140;2;0;98;0;0;0;Extendido;MEDIO
TQRMNORWSHLMKUCDEOHCH00808295;2024;2;1;1;44;N;91;135;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;232000;2;1;1;;2;1;77333,33;1;1;1;;1;1;141;1;0;98;0;0;0;Nuclear;MEDIO
TQRMNOPPSHJMLLCDEOHCH00861943;2024;2;1;1;44;N;91;145;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;880000;7;8;6;;8;7;220000;5;5;4;;5;4;166;2;0;98;0;0;0;Nuclear;MEDIO
TQRMNOQQXHLMLLCDEOHCH00861944;2024;2;1;1;44;N;91;171;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;6;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;435000;4;4;3;;4;3;217500;5;5;4;;5;4;184;1;0;98;0;0;0;Nuclear;BAJO
TQRMNOQSYHLMLMCDEOHCH00808296;2024;2;1;1;44;N;91;173;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;1;1;2;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;400000;3;3;2;;4;3;400000;8;8;7;;8;7;180;1;0;98;0;0;0;Unipersonal;BAJO
TQRMNOPSPHLLLNCDEOHCH00808304;2024;2;1;1;44;N;91;123;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;4;;1;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;300000;2;2;2;;2;2;300000;7;7;5;;7;6;137;97;0;98;0;0;0;Unipersonal;MEDIO
TQRMNOPYTHJLLMCDEOHCH00861945;2024;2;1;1;44;N;91;241;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;1570000;9;10;9;;10;10;1570000;10;10;10;;10;10;272;1;0;98;0;0;0;Unipersonal;BAJO
TQRMNOSVQHJLLMCDEOHCH00861946;2024;2;1;1;44;N;91;172;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;3;0;3;1660000;10;10;9;;10;10;553333,33;9;9;8;;9;9;197;1;2;98;0;0;0;Nuclear;MEDIO
TQRMNOQUSHKOKOCDEOHCH00861947;2024;2;1;1;44;N;91;240;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;3;0;3;70000;1;1;1;;1;1;23333,33;1;1;1;;1;1;243;1;0;2;0;0;0;Nuclear;MEDIO
TQRMNOUSQHKOKOCDEOHCH00861948;2024;2;1;1;44;N;91;217;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;4;2;0;1;2;2;2;0;2;0;1;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;5;0;5;815000;7;7;6;;8;7;163000;3;3;3;;4;3;222;2;0;3;4;5;0;Extendido;MEDIO
TQRMNOQQXHJMKNCDEOHCH00861949;2024;2;1;1;44;N;91;153;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;910000;7;8;7;;8;7;455000;8;9;7;;9;8;166;2;0;98;0;0;0;Nuclear;BAJO
TQRMNORWRHMOKQCDEOHCH00803133;2024;2;1;1;44;N;91;152;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;860000;7;7;6;;8;7;286666,67;6;6;5;;7;6;167;2;0;98;0;0;0;Nuclear;MEDIO
TQRMNOPXQHMNKSCDEOHCH00803134;2024;2;1;1;44;N;91;115;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;1;3;360000;3;3;2;;3;2;90000;1;1;1;;2;1;120;2;0;98;0;0;0;Nuclear;MEDIO
TQRMNOPXWHKNKQCDEOHCH00858857;2024;2;1;1;44;N;91;66;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;380000;3;3;2;;3;3;126666,67;2;2;2;;3;2;65;2;0;1;3;0;0;Nuclear;MEDIO
TQRMNORUTHLNKPCDEOHCH00808298;2024;2;1;1;44;N;91;107;1;;2;1;;2;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;6;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;456000;4;4;3;;4;4;228000;5;5;4;;6;5;106;1;0;2;0;0;0;Nuclear;MEDIO
TQRMNOQUXHMNKTCDEOHCH00803130;2024;2;1;1;44;N;91;95;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;480000;4;4;3;;4;4;240000;5;5;4;;6;5;95;1;0;98;0;0;0;Nuclear;BAJO
TQRMNOPUWHKNKMCDEFMDB00861950;2024;2;1;1;43;N;6;90;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;600000;5;5;5;;6;4;600000;9;9;9;;9;9;130;1;0;98;0;0;0;Unipersonal;BAJO
TQRMNOPXWHMOKPCDEFNFF00798974;2024;2;1;1;41;N;7;290;1;;4;1;;4;1;1;1;;1;1;1;3;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;3;4;0;0;Nuclear;MEDIO
TQRMNORWWHMOKPCDEFNFF00798982;2024;2;1;1;41;N;7;273;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;4;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;6;0;6;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;2;0;0;0;Extendido;MEDIO
TQRMNOTSWHMOKQCDEFNFF00798985;2024;2;1;1;41;N;7;422;1;;4;1;;4;1;1;1;;1;1;1;3;2;2;2;4;2;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;2;3;410000;3;3;5;;4;4;82000;1;1;2;;1;1;477;1;0;2;0;0;0;Extendido;MEDIO
TQRMNORRSHLOKOCDEFNFF00804159;2024;2;1;1;41;N;7;339;1;;3;2;;4;1;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;768800;6;7;8;;7;8;153760;3;3;5;;3;4;823;3;0;4;0;0;0;Extendido;MEDIO
TQRMNOSWQHLOKOCDEFNFF00804160;2024;2;1;1;41;N;7;300;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;0;2;860000;7;7;9;;8;8;430000;8;8;10;;9;9;557;96;0;98;0;0;0;Nuclear;BAJO
TQRMNORSWHKMKNCDEFNFF00858512;2024;2;1;1;41;N;7;265;1;;4;1;;4;1;1;1;;1;1;1;2;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;600000;5;5;7;;6;6;600000;9;9;10;;9;10;407;1;0;96;0;0;0;Unipersonal;BAJO
TQRMNOPUXHKOKOCDEFNFF00858679;2024;2;1;1;41;N;7;240;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Unipersonal;BAJO
TQRMNOQSVHJOKPCDEFNFF00861867;2024;2;1;1;41;N;7;289;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1360000;9;9;10;;9;10;453333,33;8;9;10;;9;9;502;2;0;1;0;0;0;Nuclear;MEDIO
TQRMNOPPRHMOKRCDEFNFF00798994;2024;2;1;1;41;N;7;222;2;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;137000;1;1;1;;1;1;137000;3;3;4;;3;3;296;1;0;98;0;0;0;Unipersonal;MEDIO
TQRMNOTTRHMOKTCDEFNFF00798991;2024;2;1;1;41;N;7;274;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;600000;5;5;7;;6;6;600000;9;9;10;;9;10;359;1;0;98;0;0;0;Unipersonal;BAJO
TQRMNOTWQHJOKQCDEFNFF00861868;2024;2;1;1;41;N;7;355;1;;4;2;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;9;2;7;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;3;98;0;0;0;Extendido;ALTO
TQRMNOPUPHLMKSCDEFNFF00861869;2024;2;1;1;41;N;7;182;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;1;0;0;0;Nuclear;BAJO
TQRMNORTTHJMKRCDEFNFF00861870;2024;2;1;1;41;N;7;361;1;;5;1;;4;1;1;1;;1;1;1;2;2;2;2;6;4;2;0;1;2;2;2;0;2;0;8;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;10;0;10;913000;7;8;9;;8;9;91300;2;1;2;;2;2;617;2;0;3;4;5;0;Extendido;MEDIO
TQRMNOSXSHLOLMCDEGGFB00804545;2024;2;1;1;42;S;10;728;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;1;0;1;240000;2;2;1;1;;1;240000;5;5;6;5;;6;925;2;0;98;0;0;0;Unipersonal;BAJO
